"","player.name","type.name","location.x","location.y","cluster"
"5216","Sebastian Larsson","Pass",55,77,1
"5217","Albin Ekdal","Pass",65,27,2
"5218","Heung-Min Son","Pass",32,67,6
"5219","Jae-Sung Lee","Pass",39,63,3
"5220","Heung-Min Son","Pass",118,57,6
"5221","Sebastian Larsson","Pass",53,48,1
"5222","Albin Ekdal","Pass",65,31,2
"5223","Emil Forsberg","Pass",73,27,5
"5224","Albin Ekdal","Pass",64,30,2
"5225","Sebastian Larsson","Pass",66,49,1
"5226","Sebastian Larsson","Pass",77,54,1
"5227","Albin Ekdal","Pass",114,7,2
"5228","Sebastian Larsson","Pass",86,6,1
"5229","Sebastian Larsson","Pass",66,32,1
"5230","Marcus Berg","Pass",113,11,4
"5231","Albin Ekdal","Pass",73,19,2
"5232","Emil Forsberg","Dribble",72,22,5
"5233","Sung-Yeung Ki","Pass",77,55,2
"5234","Jae-Sung Lee","Shot",106,56,3
"5235","Jae-Sung Lee","Pass",100,57,3
"5236","Sung-Yeung Ki","Pass",78,4,2
"5237","Sebastian Larsson","Pass",33,60,1
"5238","Albin Ekdal","Pass",63,16,2
"5239","Albin Ekdal","Pass",74,19,2
"5240","Albin Ekdal","Pass",81,9,2
"5241","Emil Forsberg","Pass",88,16,5
"5242","Albin Ekdal","Pass",85,6,2
"5243","Emil Forsberg","Pass",91,15,5
"5244","Sebastian Larsson","Pass",95,68,1
"5245","Viktor Claesson","Pass",94,60,3
"5246","Sebastian Larsson","Pass",82,59,1
"5247","Albin Ekdal","Pass",75,42,2
"5248","Sebastian Larsson","Pass",80,55,1
"5249","Emil Forsberg","Pass",78,21,5
"5250","Sebastian Larsson","Pass",73,53,1
"5251","Emil Forsberg","Shot",90,24,5
"5252","Hee-Chan Hwang","Pass",20,30,6
"5253","Sebastian Larsson","Pass",83,48,1
"5254","Jae-Sung Lee","Pass",24,62,3
"5255","Sung-Yeung Ki","Pass",18,44,2
"5256","Jae-Sung Lee","Pass",32,40,3
"5257","Hee-Chan Hwang","Pass",82,4,6
"5258","Viktor Claesson","Pass",30,73,3
"5259","Emil Forsberg","Pass",50,29,5
"5260","Sebastian Larsson","Pass",50,45,1
"5261","Emil Forsberg","Pass",65,29,5
"5262","Albin Ekdal","Pass",68,33,2
"5263","Emil Forsberg","Pass",72,27,5
"5264","Emil Forsberg","Pass",65,21,5
"5265","Hee-Chan Hwang","Pass",27,29,6
"5266","Hee-Chan Hwang","Pass",31,33,6
"5267","Emil Forsberg","Pass",56,49,5
"5268","Sebastian Larsson","Pass",50,61,1
"5269","Hee-Chan Hwang","Dribble",63,25,6
"5270","Hee-Chan Hwang","Pass",65,26,6
"5271","Sung-Yeung Ki","Pass",58,24,2
"5272","Heung-Min Son","Pass",94,65,6
"5273","Jae-Sung Lee","Pass",99,55,3
"5274","Emil Forsberg","Dribble",34,32,5
"5275","Sebastian Larsson","Pass",27,33,1
"5276","Albin Ekdal","Pass",63,33,2
"5277","Sebastian Larsson","Pass",68,62,1
"5278","Marcus Berg","Shot",118,29,4
"5279","Albin Ekdal","Pass",79,48,2
"5280","Sung-Yeung Ki","Pass",31,31,2
"5281","Ola Toivonen","Pass",95,62,2
"5282","Viktor Claesson","Pass",98,54,3
"5283","Sebastian Larsson","Pass",120,80,1
"5284","Emil Forsberg","Shot",94,29,5
"5285","Sebastian Larsson","Pass",40,45,1
"5286","Sebastian Larsson","Pass",40,28,1
"5287","Sung-Yeung Ki","Pass",70,43,2
"5288","Jae-Sung Lee","Pass",76,64,3
"5289","Jae-Sung Lee","Pass",83,65,3
"5290","Hee-Chan Hwang","Pass",89,66,6
"5291","Sung-Yeung Ki","Pass",55,63,2
"5292","Sung-Yeung Ki","Pass",52,62,2
"5293","Sebastian Larsson","Pass",75,50,1
"5294","Albin Ekdal","Pass",69,59,2
"5295","Ola Toivonen","Pass",100,25,2
"5296","Hee-Chan Hwang","Pass",27,69,6
"5297","Hee-Chan Hwang","Dribble",16,79,6
"5298","Hee-Chan Hwang","Pass",30,79,6
"5299","Ola Toivonen","Pass",87,4,2
"5300","Albin Ekdal","Pass",96,13,2
"5301","Emil Forsberg","Pass",106,6,5
"5302","Ola Toivonen","Pass",94,19,2
"5303","Viktor Claesson","Pass",101,27,3
"5304","Sebastian Larsson","Pass",89,29,1
"5305","Viktor Claesson","Shot",111,38,3
"5306","Sebastian Larsson","Pass",119,80,1
"5307","Viktor Claesson","Pass",91,54,3
"5308","Sebastian Larsson","Pass",109,76,1
"5309","Sebastian Larsson","Pass",111,80,1
"5310","Emil Forsberg","Pass",60,41,5
"5311","Sung-Yeung Ki","Pass",32,20,2
"5312","Sebastian Larsson","Pass",57,60,1
"5313","Sebastian Larsson","Pass",57,57,1
"5314","Sebastian Larsson","Pass",59,55,1
"5315","Viktor Claesson","Pass",109,80,3
"5316","Sung-Yeung Ki","Pass",69,2,2
"5317","Sebastian Larsson","Pass",43,75,1
"5318","Sebastian Larsson","Pass",57,57,1
"5319","Sebastian Larsson","Pass",69,62,1
"5320","Jae-Sung Lee","Pass",66,53,3
"5321","Hee-Chan Hwang","Pass",87,73,6
"5322","Sung-Yeung Ki","Pass",80,55,2
"5323","Albin Ekdal","Pass",36,36,2
"5324","Ola Toivonen","Pass",68,61,2
"5325","Viktor Claesson","Pass",104,55,3
"5326","Emil Forsberg","Shot",99,37,5
"5327","Sung-Yeung Ki","Pass",64,18,2
"5328","Albin Ekdal","Pass",65,33,2
"5329","Sebastian Larsson","Pass",64,51,1
"5330","Sebastian Larsson","Pass",64,60,1
"5331","Sebastian Larsson","Pass",55,44,1
"5332","Jae-Sung Lee","Pass",47,75,3
"5333","Heung-Min Son","Dribble",94,4,6
"5334","Heung-Min Son","Pass",91,16,6
"5335","Sebastian Larsson","Pass",42,58,1
"5336","Albin Ekdal","Pass",66,43,2
"5337","Albin Ekdal","Pass",55,53,2
"5338","Sebastian Larsson","Pass",53,13,1
"5339","Sung-Yeung Ki","Pass",45,40,2
"5340","Viktor Claesson","Pass",70,45,3
"5341","Jae-Sung Lee","Dribble",90,76,3
"5342","Sebastian Larsson","Pass",22,11,1
"5343","Emil Forsberg","Pass",26,8,5
"5344","Sebastian Larsson","Pass",44,30,1
"5345","Albin Ekdal","Pass",53,41,2
"5346","Albin Ekdal","Pass",56,17,2
"5347","Ola Toivonen","Pass",97,33,2
"5348","Sung-Yeung Ki","Dribble",25,54,2
"5349","Sung-Yeung Ki","Pass",27,55,2
"5350","Jae-Sung Lee","Pass",74,34,3
"5351","Jae-Sung Lee","Pass",84,62,3
"5352","Albin Ekdal","Pass",34,21,2
"5353","Marcus Berg","Pass",39,27,4
"5354","Albin Ekdal","Pass",77,20,2
"5355","Sebastian Larsson","Pass",102,5,1
"5356","Ola Toivonen","Shot",113,37,2
"5357","Hee-Chan Hwang","Pass",4,77,6
"5358","Viktor Claesson","Pass",73,33,3
"5359","Albin Ekdal","Dribble",93,6,2
"5360","Albin Ekdal","Pass",93,15,2
"5361","Emil Forsberg","Pass",94,26,5
"5362","Sebastian Larsson","Pass",93,15,1
"5363","Sung-Yeung Ki","Pass",38,57,2
"5364","Heung-Min Son","Dribble",56,45,6
"5365","Heung-Min Son","Pass",52,38,6
"5366","Albin Ekdal","Pass",53,25,2
"5367","Sebastian Larsson","Pass",56,51,1
"5368","Ola Toivonen","Pass",111,79,2
"5369","Viktor Claesson","Pass",112,80,3
"5370","Hee-Chan Hwang","Pass",117,53,6
"5371","Jae-Sung Lee","Pass",119,80,3
"5372","Heung-Min Son","Pass",106,72,6
"5373","Jae-Sung Lee","Pass",94,58,3
"5374","Jae-Sung Lee","Pass",119,80,3
"5375","Heung-Min Son","Pass",99,76,6
"5376","Sung-Yeung Ki","Dribble",97,28,2
"5377","Sebastian Larsson","Pass",59,56,1
"5378","Albin Ekdal","Pass",81,10,2
"5379","Emil Forsberg","Pass",107,15,5
"5380","Viktor Claesson","Dribble",104,29,3
"5381","Jae-Sung Lee","Pass",15,57,3
"5382","Sung-Yeung Ki","Pass",29,23,2
"5383","Emil Forsberg","Pass",86,5,5
"5384","Marcus Berg","Pass",88,28,4
"5385","Viktor Claesson","Pass",95,36,3
"5386","Sebastian Larsson","Pass",71,26,1
"5387","Emil Forsberg","Pass",73,11,5
"5388","Albin Ekdal","Pass",64,13,2
"5389","Emil Forsberg","Pass",81,5,5
"5390","Albin Ekdal","Pass",67,8,2
"5391","Albin Ekdal","Pass",57,11,2
"5392","Sebastian Larsson","Pass",53,52,1
"5393","Emil Forsberg","Pass",85,7,5
"5394","Albin Ekdal","Pass",58,19,2
"5395","Ola Toivonen","Pass",97,43,2
"5396","Albin Ekdal","Pass",65,12,2
"5397","Emil Forsberg","Pass",65,3,5
"5398","Sebastian Larsson","Pass",34,23,1
"5399","Sung-Yeung Ki","Pass",48,56,2
"5400","Woo-Young Jung","Pass",47,60,2
"5401","Heung-Min Son","Pass",65,48,6
"5402","Heung-Min Son","Dribble",68,56,6
"5403","Sebastian Larsson","Pass",44,23,1
"5404","Viktor Claesson","Pass",57,24,3
"5405","Ola Toivonen","Pass",96,27,2
"5406","Ola Toivonen","Pass",94,38,2
"5407","Sebastian Larsson","Shot",83,47,1
"5408","Viktor Claesson","Pass",89,35,3
"5409","Emil Forsberg","Shot",98,33,5
"5410","Albin Ekdal","Pass",93,7,2
"5411","Albin Ekdal","Dribble",93,11,2
"5412","Albin Ekdal","Pass",96,9,2
"5413","Emil Forsberg","Pass",99,11,5
"5414","Albin Ekdal","Pass",88,8,2
"5415","Woo-Young Jung","Dribble",32,43,2
"5416","Ola Toivonen","Dribble",95,48,2
"5417","Ola Toivonen","Dribble",101,49,2
"5418","Sebastian Larsson","Pass",120,80,1
"5419","Viktor Claesson","Pass",83,60,3
"5420","Sebastian Larsson","Pass",80,76,1
"5421","Viktor Claesson","Shot",99,48,3
"5422","Viktor Claesson","Pass",73,28,3
"5423","Ola Toivonen","Pass",87,28,2
"5424","Sebastian Larsson","Pass",66,39,1
"5425","Sebastian Larsson","Pass",44,57,1
"5426","Woo-Young Jung","Pass",57,49,2
"5427","Sebastian Larsson","Pass",18,26,1
"5428","Marcus Berg","Pass",55,23,4
"5429","Ola Toivonen","Pass",42,28,2
"5430","Marcus Berg","Pass",77,33,4
"5431","Viktor Claesson","Pass",69,61,3
"5432","Woo-Young Jung","Pass",53,72,2
"5433","Woo-Young Jung","Pass",64,70,2
"5434","Sung-Yeung Ki","Pass",58,25,2
"5435","Ola Toivonen","Pass",69,78,2
"5436","Sung-Yeung Ki","Pass",27,18,2
"5437","Jae-Sung Lee","Pass",46,70,3
"5438","Woo-Young Jung","Pass",61,36,2
"5439","Jae-Sung Lee","Pass",90,75,3
"5440","Woo-Young Jung","Pass",82,65,2
"5441","Sung-Yeung Ki","Pass",81,57,2
"5442","Jae-Sung Lee","Dribble",88,43,3
"5443","Jae-Sung Lee","Pass",80,42,3
"5444","Woo-Young Jung","Pass",81,16,2
"5445","Woo-Young Jung","Pass",91,9,2
"5446","Heung-Min Son","Pass",114,27,6
"5447","Hee-Chan Hwang","Pass",68,29,6
"5448","Sung-Yeung Ki","Pass",88,57,2
"5449","Heung-Min Son","Dribble",95,40,6
"5450","Heung-Min Son","Dribble",99,41,6
"5451","Woo-Young Jung","Pass",65,12,2
"5452","Sung-Yeung Ki","Pass",67,64,2
"5453","Hee-Chan Hwang","Pass",100,69,6
"5454","Heung-Min Son","Pass",94,63,6
"5455","Emil Forsberg","Pass",7,13,5
"5456","Heung-Min Son","Pass",107,77,6
"5457","Jae-Sung Lee","Pass",119,79,3
"5458","Sung-Yeung Ki","Pass",112,29,2
"5459","Woo-Young Jung","Pass",57,44,2
"5460","Viktor Claesson","Pass",35,79,3
"5461","Sung-Yeung Ki","Pass",65,61,2
"5462","Sung-Yeung Ki","Pass",62,64,2
"5463","Jae-Sung Lee","Pass",71,61,3
"5464","Sung-Yeung Ki","Pass",64,70,2
"5465","Woo-Young Jung","Pass",71,19,2
"5466","Sung-Yeung Ki","Pass",70,66,2
"5467","Jae-Sung Lee","Pass",88,62,3
"5468","Marcus Berg","Pass",40,45,4
"5469","Marcus Berg","Pass",91,18,4
"5470","Woo-Young Jung","Pass",34,31,2
"5471","Woo-Young Jung","Pass",45,37,2
"5472","Sung-Yeung Ki","Pass",55,60,2
"5473","Woo-Young Jung","Pass",58,52,2
"5474","Sung-Yeung Ki","Pass",66,76,2
"5475","Sung-Yeung Ki","Pass",44,69,2
"5476","Woo-Young Jung","Pass",47,54,2
"5477","Heung-Min Son","Pass",73,43,6
"5478","Woo-Young Jung","Pass",55,29,2
"5479","Sung-Yeung Ki","Pass",86,70,2
"5480","Woo-Young Jung","Pass",67,43,2
"5481","Sung-Yeung Ki","Pass",88,75,2
"5482","Heung-Min Son","Pass",83,58,6
"5483","Heung-Min Son","Pass",69,62,6
"5484","Sung-Yeung Ki","Pass",86,75,2
"5485","Heung-Min Son","Pass",98,62,6
"5486","Heung-Min Son","Pass",107,69,6
"5487","Sung-Yeung Ki","Pass",47,50,2
"5488","Woo-Young Jung","Pass",64,21,2
"5489","Jae-Sung Lee","Pass",98,63,3
"5490","Heung-Min Son","Pass",94,51,6
"5491","Heung-Min Son","Pass",114,48,6
"5492","Hee-Chan Hwang","Shot",110,38,6
"5493","Jae-Sung Lee","Pass",26,75,3
"5494","Woo-Young Jung","Pass",35,44,2
"5495","Woo-Young Jung","Pass",51,22,2
"5496","Sung-Yeung Ki","Pass",66,75,2
"5497","Sung-Yeung Ki","Pass",84,68,2
"5498","Jae-Sung Lee","Pass",100,64,3
"5499","Heung-Min Son","Pass",100,57,6
"5500","Heung-Min Son","Pass",120,80,6
"5501","Woo-Young Jung","Pass",90,61,2
"5502","Heung-Min Son","Pass",118,57,6
"5503","Woo-Young Jung","Pass",86,76,2
"5504","Viktor Claesson","Pass",67,74,3
"5505","M""Baye Babacar Niang","Pass",60,41,4
"5506","Grzegorz Krychowiak","Pass",39,40,1
"5507","Maciej Rybus","Pass",81,8,1
"5508","Piotr Zielinski","Pass",82,15,2
"5509","Sadio Mané","Dribble",17,15,3
"5510","Sadio Mané","Dribble",22,21,3
"5511","Idrissa Gana Gueye","Pass",22,32,1
"5512","Maciej Rybus","Pass",64,35,1
"5513","M""Baye Babacar Niang","Pass",40,28,4
"5514","Idrissa Gana Gueye","Pass",32,48,1
"5515","Ismaïla Sarr","Pass",45,78,3
"5516","Idrissa Gana Gueye","Pass",45,68,1
"5517","Alfred John Momar N""Diaye","Pass",48,4,2
"5518","Sadio Mané","Pass",63,16,3
"5519","Alfred John Momar N""Diaye","Pass",52,6,2
"5520","Ismaïla Sarr","Pass",82,77,3
"5521","Piotr Zielinski","Pass",52,19,2
"5522","Piotr Zielinski","Pass",51,25,2
"5523","Grzegorz Krychowiak","Pass",55,55,1
"5524","Grzegorz Krychowiak","Pass",34,43,1
"5525","Maciej Rybus","Pass",59,4,1
"5526","Piotr Zielinski","Pass",55,17,2
"5527","Sadio Mané","Pass",79,1,3
"5528","Piotr Zielinski","Pass",66,33,2
"5529","Robert Lewandowski","Pass",88,32,5
"5530","Piotr Zielinski","Pass",100,10,2
"5531","Kamil Grosicki","Pass",104,8,4
"5532","Maciej Rybus","Pass",105,3,1
"5533","Kamil Grosicki","Pass",116,22,4
"5534","Idrissa Gana Gueye","Pass",22,69,1
"5535","Idrissa Gana Gueye","Pass",39,75,1
"5536","Idrissa Gana Gueye","Pass",38,78,1
"5537","Alfred John Momar N""Diaye","Pass",61,20,2
"5538","M""Baye Babacar Niang","Pass",120,1,4
"5539","Ismaïla Sarr","Pass",103,77,3
"5540","M""Baye Babacar Niang","Pass",118,22,4
"5541","Grzegorz Krychowiak","Pass",40,28,1
"5542","Piotr Zielinski","Pass",52,14,2
"5543","Grzegorz Krychowiak","Pass",50,36,1
"5544","Grzegorz Krychowiak","Pass",24,52,1
"5545","M""Baye Babacar Niang","Pass",119,13,4
"5546","Idrissa Gana Gueye","Pass",99,53,1
"5547","Kamil Grosicki","Pass",24,26,4
"5548","Grzegorz Krychowiak","Pass",38,25,1
"5549","Robert Lewandowski","Pass",58,24,5
"5550","Piotr Zielinski","Pass",65,10,2
"5551","Kamil Grosicki","Dribble",112,12,4
"5552","Kamil Grosicki","Pass",107,9,4
"5553","Piotr Zielinski","Pass",93,6,2
"5554","Grzegorz Krychowiak","Pass",86,21,1
"5555","Piotr Zielinski","Pass",79,27,2
"5556","Grzegorz Krychowiak","Pass",55,35,1
"5557","Sadio Mané","Pass",62,22,3
"5558","Idrissa Gana Gueye","Pass",62,66,1
"5559","Idrissa Gana Gueye","Pass",71,67,1
"5560","Sadio Mané","Pass",98,15,3
"5561","Sadio Mané","Pass",99,11,3
"5562","Grzegorz Krychowiak","Pass",39,40,1
"5563","Grzegorz Krychowiak","Pass",53,38,1
"5564","Kamil Grosicki","Pass",119,9,4
"5565","Alfred John Momar N""Diaye","Pass",29,43,2
"5566","Grzegorz Krychowiak","Pass",76,21,1
"5567","Piotr Zielinski","Pass",85,19,2
"5568","Alfred John Momar N""Diaye","Pass",27,60,2
"5569","Grzegorz Krychowiak","Pass",73,24,1
"5570","Maciej Rybus","Pass",69,15,1
"5571","Grzegorz Krychowiak","Pass",40,30,1
"5572","Piotr Zielinski","Pass",53,30,2
"5573","Piotr Zielinski","Pass",54,61,2
"5574","Idrissa Gana Gueye","Pass",53,28,1
"5575","Kamil Grosicki","Pass",106,68,4
"5576","Piotr Zielinski","Pass",120,79,2
"5577","Piotr Zielinski","Pass",116,59,2
"5578","Idrissa Gana Gueye","Pass",31,9,1
"5579","M""Baye Babacar Niang","Pass",41,3,4
"5580","Sadio Mané","Dribble",49,21,3
"5581","Piotr Zielinski","Pass",75,58,2
"5582","Grzegorz Krychowiak","Pass",56,58,1
"5583","Kamil Grosicki","Pass",78,20,4
"5584","Piotr Zielinski","Pass",67,35,2
"5585","Grzegorz Krychowiak","Pass",58,45,1
"5586","Piotr Zielinski","Dribble",61,9,2
"5587","Ismaïla Sarr","Dribble",93,61,3
"5588","Grzegorz Krychowiak","Pass",44,35,1
"5589","Maciej Rybus","Pass",69,2,1
"5590","Kamil Grosicki","Pass",113,17,4
"5591","Maciej Rybus","Pass",100,1,1
"5592","Grzegorz Krychowiak","Pass",84,14,1
"5593","Alfred John Momar N""Diaye","Pass",71,29,2
"5594","Idrissa Gana Gueye","Pass",77,26,1
"5595","Grzegorz Krychowiak","Pass",59,44,1
"5596","Piotr Zielinski","Pass",79,34,2
"5597","M""Baye Babacar Niang","Pass",105,27,4
"5598","Robert Lewandowski","Pass",92,60,5
"5599","Robert Lewandowski","Pass",108,65,5
"5600","Grzegorz Krychowiak","Pass",83,73,1
"5601","Piotr Zielinski","Pass",85,55,2
"5602","Piotr Zielinski","Shot",95,35,2
"5603","Kamil Grosicki","Shot",111,49,4
"5604","Idrissa Gana Gueye","Pass",88,2,1
"5605","Idrissa Gana Gueye","Pass",85,13,1
"5606","Sadio Mané","Pass",86,10,3
"5607","Alfred John Momar N""Diaye","Pass",76,46,2
"5608","Ismaïla Sarr","Pass",104,73,3
"5609","Piotr Zielinski","Pass",20,22,2
"5610","Maciej Rybus","Pass",24,8,1
"5611","Robert Lewandowski","Pass",49,29,5
"5612","Piotr Zielinski","Pass",38,27,2
"5613","Idrissa Gana Gueye","Pass",69,40,1
"5614","M""Baye Babacar Niang","Pass",69,25,4
"5615","M""Baye Babacar Niang","Pass",76,14,4
"5616","Grzegorz Krychowiak","Pass",43,31,1
"5617","Maciej Rybus","Pass",51,4,1
"5618","Maciej Rybus","Pass",51,2,1
"5619","Grzegorz Krychowiak","Pass",47,40,1
"5620","Kamil Grosicki","Pass",91,2,4
"5621","Piotr Zielinski","Pass",79,5,2
"5622","Robert Lewandowski","Pass",86,43,5
"5623","Sadio Mané","Pass",31,17,3
"5624","Piotr Zielinski","Pass",74,40,2
"5625","Kamil Grosicki","Pass",97,30,4
"5626","Piotr Zielinski","Pass",89,25,2
"5627","Robert Lewandowski","Shot",101,46,5
"5628","Grzegorz Krychowiak","Pass",43,62,1
"5629","Idrissa Gana Gueye","Pass",86,7,1
"5630","Idrissa Gana Gueye","Pass",85,6,1
"5631","Alfred John Momar N""Diaye","Pass",83,31,2
"5632","Sadio Mané","Pass",63,13,3
"5633","Ismaïla Sarr","Pass",71,77,3
"5634","Idrissa Gana Gueye","Pass",63,53,1
"5635","Ismaïla Sarr","Pass",83,78,3
"5636","Sadio Mané","Pass",87,64,3
"5637","Idrissa Gana Gueye","Pass",75,66,1
"5638","Alfred John Momar N""Diaye","Pass",76,22,2
"5639","M""Baye Babacar Niang","Pass",89,17,4
"5640","Alfred John Momar N""Diaye","Pass",78,15,2
"5641","M""Baye Babacar Niang","Pass",87,14,4
"5642","M""Baye Babacar Niang","Pass",92,22,4
"5643","Piotr Zielinski","Pass",21,30,2
"5644","Grzegorz Krychowiak","Pass",43,27,1
"5645","Maciej Rybus","Pass",62,3,1
"5646","Piotr Zielinski","Pass",53,23,2
"5647","Sadio Mané","Pass",75,5,3
"5648","Idrissa Gana Gueye","Pass",63,28,1
"5649","Ismaïla Sarr","Pass",88,65,3
"5650","Idrissa Gana Gueye","Pass",89,49,1
"5651","M""Baye Babacar Niang","Pass",84,40,4
"5652","Sadio Mané","Pass",104,10,3
"5653","Sadio Mané","Pass",99,7,3
"5654","M""Baye Babacar Niang","Pass",105,22,4
"5655","Grzegorz Krychowiak","Pass",22,64,1
"5656","Robert Lewandowski","Pass",28,66,5
"5657","Grzegorz Krychowiak","Pass",25,59,1
"5658","Piotr Zielinski","Pass",38,55,2
"5659","Alfred John Momar N""Diaye","Pass",46,15,2
"5660","Alfred John Momar N""Diaye","Pass",39,37,2
"5661","M""Baye Babacar Niang","Pass",72,5,4
"5662","Idrissa Gana Gueye","Pass",65,19,1
"5663","Sadio Mané","Pass",73,5,3
"5664","M""Baye Babacar Niang","Pass",65,6,4
"5665","Idrissa Gana Gueye","Pass",46,14,1
"5666","Ismaïla Sarr","Pass",76,60,3
"5667","Grzegorz Krychowiak","Pass",44,54,1
"5668","Piotr Zielinski","Pass",53,36,2
"5669","Maciej Rybus","Pass",58,3,1
"5670","Maciej Rybus","Pass",82,3,1
"5671","Grzegorz Krychowiak","Pass",65,28,1
"5672","Piotr Zielinski","Pass",66,21,2
"5673","Piotr Zielinski","Pass",67,4,2
"5674","M""Baye Babacar Niang","Pass",91,51,4
"5675","Grzegorz Krychowiak","Pass",38,35,1
"5676","Piotr Zielinski","Pass",58,52,2
"5677","Kamil Grosicki","Pass",76,8,4
"5678","Piotr Zielinski","Pass",65,29,2
"5679","Grzegorz Krychowiak","Pass",62,36,1
"5680","Grzegorz Krychowiak","Pass",62,31,1
"5681","Piotr Zielinski","Pass",69,27,2
"5682","Grzegorz Krychowiak","Pass",61,29,1
"5683","Kamil Grosicki","Pass",78,1,4
"5684","Piotr Zielinski","Pass",67,4,2
"5685","Maciej Rybus","Pass",64,3,1
"5686","Grzegorz Krychowiak","Pass",58,27,1
"5687","Sadio Mané","Dribble",85,15,3
"5688","Grzegorz Krychowiak","Pass",36,76,1
"5689","Grzegorz Krychowiak","Pass",38,53,1
"5690","Maciej Rybus","Pass",51,2,1
"5691","Piotr Zielinski","Pass",60,16,2
"5692","Grzegorz Krychowiak","Pass",55,16,1
"5693","Piotr Zielinski","Pass",65,4,2
"5694","Maciej Rybus","Pass",77,2,1
"5695","Ismaïla Sarr","Dribble",78,78,3
"5696","Maciej Rybus","Pass",43,2,1
"5697","Piotr Zielinski","Pass",39,14,2
"5698","Idrissa Gana Gueye","Pass",35,34,1
"5699","Alfred John Momar N""Diaye","Pass",30,20,2
"5700","M""Baye Babacar Niang","Pass",32,4,4
"5701","M""Baye Babacar Niang","Pass",50,20,4
"5702","Ismaïla Sarr","Pass",112,61,3
"5703","Idrissa Gana Gueye","Pass",81,69,1
"5704","Idrissa Gana Gueye","Pass",30,38,1
"5705","Idrissa Gana Gueye","Pass",50,79,1
"5706","Kamil Grosicki","Pass",79,4,4
"5707","Robert Lewandowski","Pass",85,35,5
"5708","Piotr Zielinski","Pass",97,30,2
"5709","Idrissa Gana Gueye","Pass",24,48,1
"5710","Sadio Mané","Pass",36,41,3
"5711","Maciej Rybus","Pass",43,13,1
"5712","M""Baye Babacar Niang","Pass",76,72,4
"5713","Grzegorz Krychowiak","Pass",49,40,1
"5714","M""Baye Babacar Niang","Pass",85,24,4
"5715","Sadio Mané","Pass",91,40,3
"5716","Idrissa Gana Gueye","Shot",99,48,1
"5717","Kamil Grosicki","Pass",61,41,4
"5718","Grzegorz Krychowiak","Pass",44,40,1
"5719","Piotr Zielinski","Pass",88,18,2
"5720","M""Baye Babacar Niang","Pass",67,3,4
"5721","M""Baye Babacar Niang","Pass",85,2,4
"5722","Sadio Mané","Pass",81,18,3
"5723","Alfred John Momar N""Diaye","Pass",70,48,2
"5724","Sadio Mané","Pass",79,28,3
"5725","Sadio Mané","Pass",58,25,3
"5726","Alfred John Momar N""Diaye","Pass",42,72,2
"5727","Alfred John Momar N""Diaye","Pass",45,67,2
"5728","Idrissa Gana Gueye","Pass",55,51,1
"5729","Ismaïla Sarr","Pass",56,64,3
"5730","Idrissa Gana Gueye","Pass",55,62,1
"5731","Ismaïla Sarr","Pass",62,64,3
"5732","Alfred John Momar N""Diaye","Pass",54,28,2
"5733","Grzegorz Krychowiak","Pass",37,40,1
"5734","Maciej Rybus","Pass",58,3,1
"5735","Grzegorz Krychowiak","Pass",46,38,1
"5736","M""Baye Babacar Niang","Pass",119,79,4
"5737","Grzegorz Krychowiak","Pass",68,54,1
"5738","Idrissa Gana Gueye","Pass",37,33,1
"5739","Grzegorz Krychowiak","Pass",65,61,1
"5740","Grzegorz Krychowiak","Pass",60,59,1
"5741","Piotr Zielinski","Pass",58,30,2
"5742","Grzegorz Krychowiak","Pass",66,62,1
"5743","M""Baye Babacar Niang","Pass",70,4,4
"5744","Idrissa Gana Gueye","Pass",68,20,1
"5745","Sadio Mané","Pass",65,3,3
"5746","M""Baye Babacar Niang","Pass",73,2,4
"5747","Sadio Mané","Pass",68,2,3
"5748","Piotr Zielinski","Pass",44,32,2
"5749","Sadio Mané","Pass",78,42,3
"5750","M""Baye Babacar Niang","Pass",81,19,4
"5751","Idrissa Gana Gueye","Pass",59,52,1
"5752","Ismaïla Sarr","Pass",84,74,3
"5753","Ismaïla Sarr","Pass",88,66,3
"5754","Idrissa Gana Gueye","Pass",79,68,1
"5755","Alfred John Momar N""Diaye","Pass",83,55,2
"5756","Ismaïla Sarr","Pass",85,69,3
"5757","Idrissa Gana Gueye","Pass",71,68,1
"5758","M""Baye Babacar Niang","Pass",84,13,4
"5759","Grzegorz Krychowiak","Pass",46,38,1
"5760","Idrissa Gana Gueye","Pass",45,57,1
"5761","Ismaïla Sarr","Pass",84,58,3
"5762","Sadio Mané","Pass",86,41,3
"5763","Idrissa Gana Gueye","Shot",98,62,1
"5764","Sadio Mané","Pass",79,64,3
"5765","M""Baye Babacar Niang","Pass",82,13,4
"5766","Alfred John Momar N""Diaye","Pass",48,30,2
"5767","M""Baye Babacar Niang","Pass",95,61,4
"5768","Piotr Zielinski","Pass",61,40,2
"5769","Grzegorz Krychowiak","Pass",44,44,1
"5770","Piotr Zielinski","Pass",95,22,2
"5771","Alfred John Momar N""Diaye","Pass",20,48,2
"5772","M""Baye Babacar Niang","Pass",64,37,4
"5773","Sadio Mané","Pass",93,3,3
"5774","Grzegorz Krychowiak","Pass",57,62,1
"5775","Kamil Grosicki","Pass",82,22,4
"5776","Maciej Rybus","Pass",87,10,1
"5777","Kamil Grosicki","Pass",87,4,4
"5778","Maciej Rybus","Pass",102,1,1
"5779","Piotr Zielinski","Pass",87,6,2
"5780","Grzegorz Krychowiak","Pass",68,49,1
